tweet,label,Stance_number
"@user Economy: Unemployment and Hunger of Millions Wall: Around the White House Peace in: Pee in..Iran,Hamas,Hezbollah Not start a war/conflict: Start here Speed vaccines: Over 270k dead, many more will die America First: In COVID cases , death, and hate This Is Why The Liar Lost",Neutral,2
"@user *This year we have covid *and* the flu. The flu hasn't gone anywhere. *Covid is deadlier, has much worse long-term effects, and it's more contagious. *There is a vaccine for the flu.",Neutral,2
"I'm wondering whether the government is impeding the access of vaccines to incarcerated individuals, similar to how they restrict voting rights. I don't get why a community with a high risk of contamination would not receive medicine to prevent it. #PoorMomsJMU2020 @user https://t.co/tctIDKMMrN",ProVax,1
"Great news about a potential vaccine. With the far right anti-vaxxers not wanting anything to do with it, there should be enough for us that do. I expect them to refuse it point blank #COVID19",ProVax,1
"@user It literally doesn't matter; this election is only about removing the current ""president""--nothing more. And, until there is a COVID-19 vaccine, no broad-based policy measures could be enacted that have a hope of success; the blame is 100% on the current ""administration"".",ProVax,1
BREAKING‼️Updated results from Pfizer said it’s #COVID19 vaccine is 95% effective (vs 90% in previous early results) and had no serious side effects. 94% effective in older adults. This is HUGE!! https://t.co/ef2CoQQ7cV,ProVax,1
Grateful for the fantastic minds working their vaccine magic to restore normality. We really are a great many living off the genius of a great few and we should respect those few for their expertise and dedication. #Oxford #oxfordvaccine,ProVax,1
"Fingers crossed: Pfizer’s coronavirus vaccine is more than 90 percent effective in first analysis, company reports By Carolyn Y. Johnson https://t.co/nicbtALqan",ProVax,1
Happy #GoodShoutFriday! Here's @user look at where the science is up to on a vaccine for COVID-19 and Australia's role in the development pipeline. #GoodShoutStories,Neutral,2
Justin Trudeau says to expect COVID-19 vaccines to begin rolling out in Canada sometime early in 2021. https://t.co/xXRYXXlQij,Neutral,2
"It's more then one year gone, but still corona vaccine not in market. Corona erupting again and again. Is it a political strategy trap of some criminal gang operating globally.",Neutral,2
"And good news on the vaccine front. 90% effective isn't 100%, but it's still excellent. Yes! Biden announces COVID-19 task force https://t.co/GWqqNChYtF",ProVax,1
Aye but at least the have a dummy to use for the vaccine cause nobody was finna get this unknown drug in there bodies nope Antiviral remdesivir is in the spotlight after doctors treat COVID-19-positive Trump and Christie with the drug https://t.co/7mj8VyhKa8,AntiVax,0
"Just curious.... If a COVID vaccine was available today, would you get a shot? (answers are totally anonymous) #COVID19 #vaccines",Neutral,2
"A safe, effective COVID-19 vaccination is finally on the horizon. Cue the people who say they won’t take it—or that vaccines are the harbingers of a dictatorship. https://t.co/J1xa1BOkuq",ProVax,1
"AstraZeneca is the 3rd major drug company to report late-stage data for a potential COVID-19 vaccine. Unlike others, the AstraZeneca vaccine doesn’t need to be stored at cold temperatures, making it easy to distribute especially in developing countries: https://t.co/HEmYRD4PwZ",Neutral,2
@user According to @user States are being told that their allotments of the Pfizer vaccines they were promised are being cut by up to 40%. HHS Sect’y Azar isn’t saying much but Pfizer says the have millions of doses in their warehouse. Again it seems like Trump is up to something.,Neutral,2
Kids are participating in COVID-19 vaccine trials. Here's what their parents think https://t.co/6i4gMVwzQl,Neutral,2
"@user I have no idea who goes through my suburb. I don’t really care. Cv19 is out there. We’re all going to get it, or a vaccine (12-24 months away). Tourist towns will be destitute by then. We aren’t trying to avoid covid at all cost, just slow it. No harm in time at holiday house.",ProVax,1
What other garbage and poison is in that vaccine. I would want a list of ingredients and their purpose first! We don’t need vaccines! https://t.co/jIi0VTP1Bd,AntiVax,0
@user Fuck the @user too!!! Won’t be long until we won’t need your anymore.,Neutral,2
"@user Vaccines typically have a much, much lower death rate, around .0003, or 3 in a million. In comparison, COVID has killed about .01, or 1 in 1000.",ProVax,1
Because vaccines don’t kill 200k+ people you fucking ghoul. https://t.co/ziticgdRS9,ProVax,1
Trump emerges from White House to take credit for vaccine and leaves open door for second term https://t.co/2PN8GpwOGv,Neutral,2
Here I thought the vaccine needs to be tied around the chest like an Amulet https://t.co/Pqe7vtrqEY,ProVax,1
"OK, lets get started with the vaccine and open the world back up https://t.co/SAOHZSboqF",ProVax,1
why is america so happy like Joe Biden gt the vaccine in his pocket an Trump was COVID #JOEBIDEN2020,Neutral,2
"@user #LFC #CovidVaccine Celebrating the WIN by taking the JAB across the pond, Congrats from the US https://t.co/nLBQEaVyxx",ProVax,1
"“The physicians working with Biden's team have been in contact with CVS and Walgreens, which they see as key distribution points for the general public.. The Biden team has also been in contact for months with Pfizer” https://t.co/DQSmPrpXXl",Neutral,2
@user Because I refuse to play big pharma and the governments game to monetise this epidemic. What other respiratory 'common cold' coronavirus is there a need for a vaccine?,AntiVax,0
While we wait for the vaccine please avoid to speak moistly by saying PFIZER. Hahahahaha. (My grade @user https://t.co/aZUnlCTeeQ,Neutral,2
"@user Guess you can't read or are willfully lying, but the CEO of Pfizer, just announced they were never part of Warp Speed. YET ANOTHER TRUMP FAILURE!",Neutral,2
@user Shame on your all the achievement . Covid19 vaccine is not in your capacity shame shame shame . #corona,AntiVax,0
"@user Why are you always talking about the ""Pfizer"" vaccine? The vaccine comes from Germany. It was financed with federal German money. Project ""Warp Speed"" was not involved here. Just Google it, if u dont believe me. Fact: Trump had nothing to do with the development.",ProVax,1
"Although COVID-19 treatments have improved and a vaccine is on the way, even a mild case of the virus can cause long-term complications — including the possibility of erectile dysfunction. https://t.co/3aZ3XRitZA",Neutral,2
"This morning, news that a trial COVID-19 vaccine candidate had an effective rate of more than 90% shook the financial world. According to the New York Times, appears to have given investors the green light to pile back into companies harmed by the pandemic. https://t.co/7VsfHPm1LN",Neutral,2
"“We have been able to organise ourselves and create over 20 parallel teams worldwide to develop anti-COVID vaccine, because we lacked the so much needed knowledge. In climate change, we all know what to do.” @user #mypresident #ClimateChange #UNGA #UNGA75",Neutral,2
"@user after talking credit for pushing the COVID-19 vaccine forward you now say you won’t be taking it, and advising WH staff to pass, WTF",AntiVax,0
@user And Pfizer said Trump nor the government had anything to do with it… So stop trying to take credit for shit you didn’t have anything to do with.,ProVax,1
Meet people volunteering to be exposed to COVID-19 for vaccine research via @user #COVID-19 #Coronavirus #VirusVolunteers #Vaccine #Medicine #Health https://t.co/sL4AO6inmj,ProVax,1
"Nine out of ten, doctors say: a promising coronavirus vaccine https://t.co/0xYUU2JROD",ProVax,1
@user Hahaha. Lonely mouth seems a possible side effect of the COVID vaccine,Neutral,2
"@user 1st business day after election called by media and right before stock market opens Pfizer funds its own in house trial that miraculously has positive results for a handful of people. All these ""vaccine studies"" are used to manipulate the stock market. How can no one see this?",AntiVax,0
Here comes the mandatory vaccines fuck u boris I won’t be participating https://t.co/d2he3CEryJ,AntiVax,0
@user Even if they made it mandatory for the coronavirus vaccine to be taken ... I wouldn't take it due to the fact it hasn't been tried and tested long enough for my personal liking ... Would you !?,AntiVax,0
Wagga health authorities planning for COVID-19 vaccine rollout https://t.co/xfdOamD6LC,Neutral,2
"Nonsense about Unilever becoming the UK largest listed company. At Yesterdays close Unilever's markets cap was approx £55b, whilst AstraZeneca is more than twice as large. @user #ULVR #AZN https://t.co/PkYssrSGEG",Neutral,2
"Coronavirus vaccine update: India to begin phase 3 trial for COVID-19 vaccine today or tomorrow, says NITI Aayog member https://t.co/xZPE2sDlT0 Source : ""The Financial Express"" via Dailyhunt Download Now https://t.co/2xYSO7aAC6",ProVax,1
You want to feel hopeful? We may have a Biden presidency and a COVID vaccine by the time this Parmesan cheese expires. But only if we vote and work our ass off to get others to vote. https://t.co/VHJHUPP9SS,ProVax,1
Pfizer's COVID-19 vaccine has higher effectiveness rate than expected https://t.co/0SzuTjGFrj,ProVax,1
"More good news: #COVID19 #vaccine from @user and @user is strongly effective, early data from large trial indicate https://t.co/xZ2SLS8u9w via @user",ProVax,1
"@user I also want to know why they get the covid vaccine before anyone, they should be last",Neutral,2
"Good reasons to vaccinate: mandatory or payment for risk? If we encounter significant vaccine hesitation to a new COVID-19 vaccination, what strategies to boost take up are warranted as we try to reach herd immunity? New article in JME https://t.co/iOVkEuCsls",ProVax,1
I thought we didn’t trust vaccines.. now mandatory? #BidenScandalAintGoingAway #Fools https://t.co/mLWj7KcGLd,AntiVax,0
A 90% effective vaccine...🥳🥳🥳🥳 This is wonderful news and let’s hope the Oxford vaccine is similar because we have more supplies available of that one. https://t.co/TXAf3bTh5d,ProVax,1
@user Why not?do we know if Pfizer is effective? The proof is in the pudding,Neutral,2
I’ll have a vaccine and a pint of carling please mate https://t.co/KLRGSmDghH,ProVax,1
"Head of GSA refuses to start the transition process. “The delay has already gummed up discussions on critical issues, including plans to distribute a possible coronavirus vaccine, this official said.“ https://t.co/dkm8qB8YHA",Neutral,2
"@user It's been 9 months since Covid 19 and 250K deaths. He is still silent about it. Considering your Orangutan is president, when has he ever--EVER--tried to heal the country? When he says to Mich no PPE? TO NY no vaccine? When he refuses to work for transition, 1st time? Really!",Neutral,2
@user Poisoned #vaccine avoid as much as you csn #vaccines have side effects and that can have consequences on immune systems This may have impacts on children future2 You never know the ingredients used This is the reason of why they've created #COVID19 https://t.co/86OE7c6kn5,AntiVax,0
